,Rooms,Distance,Postcode,Bathroom,Car,Landsize,Lattitude,Longtitude,Propertycount,Type_h,Type_t,Type_u,Method_PI,Method_S,Method_SA,Method_SP,Method_VB,Regionname_Eastern Metropolitan,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Price
990,4,13.1,3128.0,2.0,2.0,780.0,-37.8244,145.1319,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1461400.0
991,3,13.1,3128.0,1.0,1.0,211.0,-37.8275,145.1232,4605.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,775000.0
992,4,13.1,3128.0,2.0,3.0,669.0,-37.81800000000001,145.1354,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1506000.0
994,1,13.1,3128.0,1.0,1.0,29.0,-37.8215,145.1214,4605.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,340000.0
995,3,13.1,3128.0,1.0,2.0,763.0,-37.8166,145.1215,4605.0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,4000000.0
996,3,13.1,3128.0,1.0,1.0,307.0,-37.8247,145.1206,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,928000.0
997,2,13.1,3128.0,2.0,1.0,176.0,-37.8171,145.1343,4605.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,761000.0
998,2,13.1,3128.0,1.0,1.0,151.0,-37.8234,145.1235,4605.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,636000.0
999,4,13.1,3128.0,2.0,2.0,620.0,-37.8279,145.121,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1625000.0
1000,4,13.1,3128.0,2.0,0.0,585.0,-37.8273,145.1289,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1430000.0
1001,3,13.1,3128.0,1.0,2.0,228.0,-37.8261,145.1281,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,836000.0
1002,2,13.1,3128.0,1.0,1.0,0.0,-37.8248,145.1215,4605.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,400000.0
1003,3,13.1,3128.0,1.0,1.0,755.0,-37.8264,145.1248,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1170000.0
1004,4,13.1,3128.0,2.0,2.0,590.0,-37.8274,145.1242,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1670000.0
1005,3,13.1,3128.0,1.0,2.0,662.0,-37.8246,145.1269,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1351000.0
1006,3,13.1,3128.0,1.0,1.0,492.0,-37.8283,145.1195,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,857000.0
1007,3,13.1,3128.0,2.0,1.0,238.0,-37.8154,145.1355,4605.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,822500.0
1008,2,13.1,3128.0,1.0,1.0,153.0,-37.8269,145.1305,4605.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,560000.0
1009,2,13.1,3128.0,1.0,1.0,0.0,-37.8253,145.1205,4605.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,420000.0
1011,2,10.8,3019.0,1.0,1.0,566.0,-37.7839,144.8524,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,645000.0
1012,3,10.8,3019.0,1.0,1.0,220.0,-37.785,144.8561,3589.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,502000.0
1013,3,10.8,3019.0,2.0,1.0,327.0,-37.7851,144.8517,3589.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,495000.0
1014,3,10.8,3019.0,1.0,0.0,580.0,-37.7804,144.8481,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,660000.0
1016,4,10.8,3019.0,2.0,1.0,283.0,-37.7908,144.8485,3589.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,645000.0
1017,3,10.8,3019.0,2.0,1.0,216.0,-37.7865,144.8605,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,652000.0
1018,4,10.8,3019.0,2.0,2.0,606.0,-37.788,144.862,3589.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,850000.0
1019,3,10.8,3019.0,1.0,1.0,471.0,-37.7924,144.8523,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,570500.0
1020,3,10.8,3019.0,1.0,3.0,559.0,-37.7923,144.852,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,575000.0
1021,4,10.8,3019.0,2.0,2.0,393.0,-37.7763,144.8543,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,882000.0
1022,3,10.8,3019.0,2.0,2.0,544.0,-37.7815,144.855,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,730000.0
1023,2,10.8,3019.0,1.0,2.0,551.0,-37.7825,144.8545,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,670000.0
1024,3,10.8,3019.0,2.0,2.0,631.0,-37.7934,144.8467,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,585000.0
1025,2,10.8,3019.0,1.0,2.0,667.0,-37.7799,144.8473,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,826000.0
1026,4,10.8,3019.0,2.0,1.0,283.0,-37.7908,144.8485,3589.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,610000.0
1027,3,10.8,3019.0,1.0,0.0,557.0,-37.7899,144.8515,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,696000.0
1028,2,10.8,3019.0,1.0,1.0,599.0,-37.7908,144.8522,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,660000.0
1029,3,10.8,3019.0,2.0,1.0,198.0,-37.7827,144.8625,3589.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,579000.0
1030,4,10.8,3019.0,2.0,2.0,599.0,-37.7896,144.8559,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,856500.0
1031,3,10.8,3019.0,1.0,2.0,587.0,-37.7843,144.8472,3589.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,510000.0
1032,3,10.8,3019.0,1.0,1.0,658.0,-37.7905,144.8485,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,765000.0
1033,2,10.8,3019.0,1.0,1.0,115.0,-37.7948,144.85399999999996,3589.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,475000.0
1034,4,10.8,3019.0,2.0,1.0,288.0,-37.7775,144.855,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,550000.0
1036,3,10.8,3019.0,1.0,1.0,158.0,-37.7889,144.8465,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,495000.0
1037,3,10.8,3019.0,1.0,1.0,565.0,-37.7885,144.859,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,680000.0
1038,3,10.8,3019.0,2.0,1.0,566.0,-37.7844,144.8523,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,565000.0
1039,3,10.8,3019.0,2.0,1.0,531.0,-37.7929,144.8462,3589.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,697500.0
1040,3,11.2,3186.0,2.0,2.0,663.0,-37.9159,145.0068,10579.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1550000.0
1041,3,11.2,3186.0,1.0,2.0,366.0,-37.9038,145.0001,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1635000.0
1042,4,11.2,3186.0,2.0,2.0,436.0,-37.8927,145.0005,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1830000.0
1043,4,11.2,3186.0,3.0,2.0,836.0,-37.9071,144.9898,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,3695000.0
1044,2,11.2,3186.0,1.0,2.0,0.0,-37.9081,145.0043,10579.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,536000.0
1045,4,11.2,3186.0,3.0,2.0,742.0,-37.914,144.9878,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,3700000.0
1046,4,11.2,3186.0,3.0,2.0,745.0,-37.9139,144.9878,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,3775000.0
1047,3,11.2,3186.0,1.0,2.0,432.0,-37.9172,144.996,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1975000.0
1048,2,11.2,3186.0,2.0,1.0,244.0,-37.8954,145.0026,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1300000.0
1049,3,11.2,3186.0,1.0,2.0,340.0,-37.9205,145.0007,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1390000.0
1050,4,11.2,3186.0,3.0,2.0,750.0,-37.8966,144.993,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,4250000.0
1051,4,11.2,3186.0,3.0,1.0,487.0,-37.8926,144.9991,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2905000.0
1052,2,11.2,3186.0,2.0,2.0,329.0,-37.9172,145.004,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1300000.0
1053,3,11.2,3186.0,2.0,2.0,411.0,-37.918,145.0035,10579.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,1725000.0
1054,3,11.2,3186.0,2.0,2.0,450.0,-37.9243,144.9989,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2266000.0
1055,4,11.2,3186.0,1.0,2.0,732.0,-37.9136,144.9886,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2910000.0
1056,3,11.2,3186.0,2.0,2.0,463.0,-37.9082,144.9968,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2100000.0
1058,2,11.2,3186.0,1.0,1.0,90.0,-37.9122,145.0038,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,800000.0
1059,3,11.2,3186.0,2.0,2.0,352.0,-37.9139,145.0035,10579.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1750000.0
1060,4,11.2,3186.0,2.0,3.0,615.0,-37.8956,145.0026,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1761000.0
1061,3,11.2,3186.0,2.0,3.0,588.0,-37.9287,144.99200000000005,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2600000.0
1062,3,11.2,3186.0,2.0,2.0,0.0,-37.9166,144.9942,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1302500.0
1063,3,11.2,3186.0,0.0,0.0,0.0,-37.9301,144.9935,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1900000.0
1065,2,11.2,3186.0,1.0,2.0,232.0,-37.9157,144.9973,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,892500.0
1066,4,11.2,3186.0,2.0,1.0,550.0,-37.8954,145.0017,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2145000.0
1069,3,11.2,3186.0,2.0,2.0,0.0,-37.9045,145.0043,10579.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,1850000.0
1070,3,11.2,3186.0,0.0,1.0,0.0,-37.9119,144.9871,10579.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1067000.0
1071,3,11.2,3186.0,2.0,2.0,295.0,-37.9119,145.0037,10579.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1865000.0
1072,2,11.2,3186.0,2.0,1.0,0.0,-37.9042,144.9954,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,620000.0
1073,2,11.2,3186.0,1.0,1.0,611.0,-37.9039,145.0009,10579.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,985000.0
1074,3,11.2,3186.0,2.0,2.0,345.0,-37.8943,144.9907,10579.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,1475000.0
1075,2,11.2,3186.0,2.0,0.0,116.0,-37.9252,145.0004,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,502000.0
1076,2,11.2,3186.0,1.0,1.0,0.0,-37.9225,144.9891,10579.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,700000.0
1077,3,11.2,3186.0,2.0,2.0,835.0,-37.9225,144.991,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2400000.0
1078,2,11.2,3186.0,1.0,1.0,0.0,-37.9097,144.9914,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,590000.0
1079,3,11.2,3186.0,2.0,2.0,0.0,-37.9174,144.9895,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1650000.0
1081,3,11.2,3186.0,3.0,2.0,398.0,-37.899,144.9901,10579.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,2050000.0
1083,2,11.2,3186.0,1.0,2.0,363.0,-37.9275,145.0046,10579.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,960000.0
1084,4,11.2,3186.0,3.0,2.0,644.0,-37.8964,144.9972,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,3320000.0
1085,4,11.2,3186.0,3.0,3.0,596.0,-37.9059,144.9927,10579.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,2800000.0
1086,3,11.2,3186.0,2.0,2.0,328.0,-37.9288,144.9954,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1602000.0
1087,2,11.2,3186.0,2.0,2.0,0.0,-37.9012,144.9878,10579.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,1300000.0
1088,2,11.2,3186.0,1.0,2.0,0.0,-37.9131,144.995,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1100000.0
1089,3,11.2,3186.0,2.0,1.0,354.0,-37.8916,145.0017,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1650000.0
1090,2,11.2,3186.0,1.0,2.0,318.0,-37.9011,145.0011,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1102000.0
1091,2,11.2,3186.0,1.0,1.0,0.0,-37.9097,144.9914,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,575000.0
1092,2,11.2,3186.0,1.0,0.0,352.0,-37.9154,145.001,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1570000.0
1093,3,11.2,3186.0,2.0,2.0,0.0,-37.9144,145.0004,10579.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1411000.0
1095,3,11.2,3186.0,2.0,1.0,404.0,-37.9228,144.9996,10579.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1785000.0
1096,2,11.2,3186.0,2.0,2.0,404.0,-37.9104,145.002,10579.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1550000.0
1097,3,11.2,3186.0,2.0,2.0,275.0,-37.9153,144.9924,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1875000.0
1098,4,11.2,3186.0,2.0,2.0,640.0,-37.892,144.9918,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2400000.0
1099,3,11.2,3186.0,1.0,2.0,277.0,-37.9268,144.991,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1266000.0
1100,3,11.2,3186.0,1.0,2.0,119.0,-37.8958,144.9994,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,826000.0
1102,2,11.2,3186.0,2.0,1.0,118.0,-37.914,144.9914,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,900000.0
1103,3,11.2,3186.0,2.0,2.0,323.0,-37.9208,144.9996,10579.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1962000.0
1104,4,11.2,3186.0,3.0,2.0,565.0,-37.8975,144.9991,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,3295888.0
1105,1,11.2,3186.0,1.0,1.0,0.0,-37.9181,144.993,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,375000.0
1106,2,11.2,3186.0,1.0,1.0,0.0,-37.9112,144.9909,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,756000.0
1107,2,11.2,3186.0,1.0,1.0,131.0,-37.9164,145.0002,10579.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,800000.0
1109,3,11.2,3186.0,2.0,1.0,442.0,-37.9158,144.9984,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1500000.0
1110,2,11.2,3186.0,1.0,1.0,122.0,-37.9188,144.9942,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,905500.0
1111,3,11.2,3186.0,2.0,2.0,547.0,-37.9271,145.0034,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2375000.0
1112,3,11.2,3186.0,2.0,1.0,359.0,-37.8965,145.0022,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2275000.0
1113,3,11.2,3186.0,1.0,2.0,426.0,-37.9254,145.0045,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1385000.0
1114,2,11.2,3186.0,1.0,1.0,380.0,-37.9166,144.9926,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1601000.0
1116,3,11.2,3186.0,2.0,2.0,483.0,-37.9075,145.0064,10579.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1762000.0
1117,3,11.2,3186.0,3.0,2.0,482.0,-37.912,144.9994,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2450000.0
1118,2,11.2,3186.0,1.0,1.0,107.0,-37.8958,144.9982,10579.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,858000.0
1119,3,11.2,3186.0,2.0,1.0,313.0,-37.9206,145.0,10579.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1427000.0
1120,3,11.2,3186.0,3.0,2.0,311.0,-37.9148,145.0009,10579.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,2517500.0
1123,3,11.2,3186.0,1.0,1.0,375.0,-37.9175,144.9949,10579.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1410000.0
1124,4,11.2,3186.0,2.0,2.0,605.0,-37.916,145.0064,10579.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2475000.0
